work_id,year,type,language,cited_by,is_oa,source,fwci,top10,sdg_id,sdg_name,sdg_score
https://openalex.org/W2049590994,2001,article,en,929,False,The Lancet Infectious Diseases,9.968,True,3,Good health and well-being,0.4099999964237213
https://openalex.org/W2061246349,2011,article,en,918,True,Infection Genetics and Evolution,27.1661,True,3,Good health and well-being,0.7699999809265137
https://openalex.org/W2078728013,2014,article,en,828,True,Applied Soft Computing,71.6917,True,16,"Peace, Justice and strong institutions",0.75
https://openalex.org/W2089173136,2013,article,en,588,False,Journal of Molecular Catalysis B Enzymatic,10.0458,True,12,Responsible consumption and production,0.5
https://openalex.org/W1957266799,2015,article,en,508,True,Nature,120.263,True,7,Affordable and clean energy,0.5699999928474426
https://openalex.org/W2127826587,2015,article,en,498,True,Journal of the American Society of Nephrology,13.643,True,3,Good health and well-being,0.5899999737739563
https://openalex.org/W2049700928,1997,article,en,482,False,Urology,19.0263,True,14,Life below water,0.7200000286102295
https://openalex.org/W2738307421,2017,article,pt,451,True,Revista da Sociedade Brasileira de Medicina Tropical,27.5027,True,1,No poverty,0.6600000262260437
https://openalex.org/W2560613109,2016,article,pt,342,True,Revista da Sociedade Brasileira de Medicina Tropical,18.2738,True,3,Good health and well-being,0.6499999761581421
https://openalex.org/W2890003115,2018,article,en,276,False,Environmental Chemistry Letters,4.7603,True,13,Climate action,0.4099999964237213
https://openalex.org/W2124410359,2011,article,en,271,True,Journal of Clinical Microbiology,12.5412,True,3,Good health and well-being,0.8799999952316284
https://openalex.org/W2512512155,2016,article,pt,269,True,Epidemiologia e Serviços de Saúde,16.2467,True,3,Good health and well-being,0.7099999785423279
https://openalex.org/W1972908310,2015,article,en,246,False,Pathology & Oncology Research,19.2004,True,3,Good health and well-being,0.6899999976158142
https://openalex.org/W2581160827,2017,article,en,226,False,ACS Sustainable Chemistry & Engineering,10.2283,True,6,Clean water and sanitation,0.8700000047683716
https://openalex.org/W1901605865,2015,article,en,201,True,Journal of Molecular Diagnostics,11.7091,True,17,Partnerships for the goals,0.5600000023841858
https://openalex.org/W2100932180,2012,article,en,201,True,Bulletin of the World Health Organization,16.1942,True,17,Partnerships for the goals,0.41999998688697815
https://openalex.org/W2315207544,2014,article,en,185,True,ACS Applied Materials & Interfaces,6.7598,True,9,"Industry, innovation and infrastructure",0.47999998927116394
https://openalex.org/W2988891124,2019,article,en,179,True,International Journal of Biological Macromolecules,4.9851,True,12,Responsible consumption and production,0.4300000071525574
https://openalex.org/W2035841030,1991,article,en,178,True,Revista do Instituto de Medicina Tropical de São Paulo,0.9678,False,3,Good health and well-being,0.8299999833106995
https://openalex.org/W1974361254,2013,article,en,172,False,The Journal of Strength and Conditioning Research,4.1117,True,14,Life below water,0.47999998927116394
https://openalex.org/W1993214105,2007,article,en,171,True,Veterinary Parasitology,10.5674,True,3,Good health and well-being,0.6299999952316284
https://openalex.org/W2150140084,1999,article,en,171,False,The Journal of Clinical Endocrinology & Metabolism,6.6082,True,3,Good health and well-being,0.699999988079071
https://openalex.org/W2811147367,2018,article,en,169,False,Materials & Design,7.4071,True,15,Life in Land,0.47999998927116394
https://openalex.org/W3047903919,2020,article,en,167,True,Bioinformatics and Biology Insights,7.5299,True,16,"Peace, Justice and strong institutions",0.5600000023841858
https://openalex.org/W1964511445,2010,article,en,164,False,Immunobiology,6.6248,True,3,Good health and well-being,0.8399999737739563
https://openalex.org/W2027279212,2007,article,en,164,False,Human Pathology,5.2434,True,3,Good health and well-being,0.75
https://openalex.org/W2418549451,2016,article,en,164,False,Meat Science,19.0182,True,6,Clean water and sanitation,0.4300000071525574
https://openalex.org/W2598677501,2017,article,en,160,False,JAMA,9.9195,True,3,Good health and well-being,0.800000011920929
https://openalex.org/W3090519394,2020,article,en,159,False,Journal of environmental chemical engineering,6.6777,True,6,Clean water and sanitation,0.8600000143051147
https://openalex.org/W2000700250,2014,article,en,157,True,International Security,51.1388,True,17,Partnerships for the goals,0.4099999964237213
https://openalex.org/W772493169,2015,article,en,157,True,Industrial Crops and Products,5.2329,True,7,Affordable and clean energy,0.8399999737739563
https://openalex.org/W2996376534,2019,article,en,150,True,Livestock Science,9.7041,True,8,Decent work and economic growth,0.5899999737739563
https://openalex.org/W1819081776,2015,article,en,149,False,Journal of Biotechnology,5.3434,True,14,Life below water,0.47999998927116394
https://openalex.org/W2006338259,2009,article,en,145,False,Human Immunology,7.5538,True,3,Good health and well-being,0.6800000071525574
https://openalex.org/W2795782826,2018,article,en,144,True,Revista da Associação Médica Brasileira,12.5841,True,3,Good health and well-being,0.8199999928474426
https://openalex.org/W2101796978,2010,article,en,137,True,European Journal of Immunology,9.9456,True,3,Good health and well-being,0.5799999833106995
https://openalex.org/W2151051474,2015,article,en,135,True,Journal of High Energy Physics,29.3004,True,7,Affordable and clean energy,0.6200000047683716
https://openalex.org/W2406597311,2016,article,en,133,True,Journal of Cleaner Production,7.3525,True,8,Decent work and economic growth,0.4000000059604645
https://openalex.org/W3087085224,2020,article,en,132,True,Revista da Associação Médica Brasileira,16.2366,True,3,Good health and well-being,0.8600000143051147
https://openalex.org/W2083634206,2011,article,en,130,True,Applied Catalysis A General,2.6038,False,6,Clean water and sanitation,0.8600000143051147
https://openalex.org/W2573315041,2017,article,en,129,True,PLoS neglected tropical diseases,9.9844,True,3,Good health and well-being,0.8700000047683716
https://openalex.org/W2080664816,2007,article,en,127,False,Transplantation Proceedings,6.2375,True,3,Good health and well-being,0.8899999856948853
https://openalex.org/W2134575990,2014,article,en,127,True,Mediators of Inflammation,11.0862,True,3,Good health and well-being,0.8399999737739563
https://openalex.org/W1493993724,2013,article,en,126,False,The Journal of Comparative Neurology,3.8925,True,1,No poverty,0.6000000238418579
https://openalex.org/W2109099721,2014,article,en,125,True,BMC Infectious Diseases,9.8194,True,3,Good health and well-being,0.7900000214576721
https://openalex.org/W2282276493,2016,article,en,124,True,Journal of Cleaner Production,36.0871,True,7,Affordable and clean energy,0.7200000286102295
https://openalex.org/W2088256471,2013,article,en,123,True,Mediators of Inflammation,5.5877,True,3,Good health and well-being,0.7599999904632568
https://openalex.org/W2151318129,2013,article,en,122,True,PLANT PHYSIOLOGY,4.4102,True,12,Responsible consumption and production,0.4000000059604645
https://openalex.org/W2917150406,2019,article,en,122,True,Health and Quality of Life Outcomes,3.4895,True,3,Good health and well-being,0.5400000214576721
https://openalex.org/W1968735466,2014,article,en,120,True,Revista Latino-Americana de Enfermagem,2.592,False,11,Sustainable cities and communities,0.7200000286102295
https://openalex.org/W2605781918,2017,article,en,120,False,The Journal of Maternal-Fetal & Neonatal Medicine,4.583,True,3,Good health and well-being,0.8700000047683716
https://openalex.org/W2111556583,2011,article,en,119,True,Hypertension,5.7516,True,3,Good health and well-being,0.8799999952316284
https://openalex.org/W2036887639,2012,article,en,117,False,Food Biophysics,3.2747,True,2,Zero hunger,0.6800000071525574
https://openalex.org/W2888882660,2018,article,en,117,True,Revista Brasileira de Enfermagem,13.1694,True,4,Quality Education,0.5199999809265137
https://openalex.org/W2027885493,2011,article,pt,116,True,Fisioterapia em Movimento,0.8031,False,3,Good health and well-being,0.46000000834465027
https://openalex.org/W2523002838,2017,article,en,116,True,Nature Physics,25.9901,True,16,"Peace, Justice and strong institutions",0.6800000071525574
https://openalex.org/W3087046564,2020,article,en,116,False,JACC: Cardiovascular Interventions,9.7715,True,3,Good health and well-being,0.6899999976158142
https://openalex.org/W642335544,2015,article,pt,112,True,Revista Paulista de Pediatria,4.1082,True,4,Quality Education,0.5400000214576721
https://openalex.org/W2752182706,2017,article,en,111,False,Immunological Investigations,11.0458,True,3,Good health and well-being,0.8500000238418579
https://openalex.org/W2010344849,2011,review,en,108,True,Revista da Sociedade Brasileira de Medicina Tropical,0.8198,False,3,Good health and well-being,0.8600000143051147
https://openalex.org/W2944377776,2019,article,en,107,True,Arquivos de Neuro-Psiquiatria,6.1112,True,10,Reduced inequalities,0.6499999761581421
https://openalex.org/W1505058377,2011,article,en,106,True,International Journal of Andrology,2.0688,False,3,Good health and well-being,0.7900000214576721
https://openalex.org/W1923779178,2016,article,en,106,True,Chinese Physics C,24.7473,True,7,Affordable and clean energy,0.4699999988079071
https://openalex.org/W3093242181,2020,review,en,106,True,British Journal of Sports Medicine,4.4402,True,4,Quality Education,0.6100000143051147
https://openalex.org/W2067039312,2011,article,en,105,False,Archives of Oral Biology,4.5791,True,3,Good health and well-being,0.49000000953674316
https://openalex.org/W3045592983,2020,article,en,99,True,BMC Nephrology,6.803,True,3,Good health and well-being,0.8199999928474426
https://openalex.org/W3090585326,2020,article,en,99,True,Ciência & Saúde Coletiva,7.1998,True,1,No poverty,0.6399999856948853
https://openalex.org/W2078337888,2010,article,pt,96,True,Revista Brasileira de Hematologia e Hemoterapia,1.5444,False,3,Good health and well-being,0.5799999833106995
https://openalex.org/W2885832339,2018,article,pt,93,True,Epidemiologia e Serviços de Saúde,8.6505,True,3,Good health and well-being,0.7400000095367432
https://openalex.org/W2317342304,2015,article,en,92,False,The Journal of Strength and Conditioning Research,5.2665,True,3,Good health and well-being,0.8100000023841858
https://openalex.org/W2945327237,2019,article,en,92,True,Scientific Reports,3.6552,True,3,Good health and well-being,0.8600000143051147
https://openalex.org/W2162002340,2008,article,pt,88,True,Texto & Contexto - Enfermagem,6.5304,True,3,Good health and well-being,0.75
https://openalex.org/W2591545376,2017,article,en,88,False,Expert Systems with Applications,9.1339,True,16,"Peace, Justice and strong institutions",0.6800000071525574
https://openalex.org/W2123743730,2013,article,en,87,True,Psicologia Reflexão e Crítica,4.3295,True,17,Partnerships for the goals,0.44999998807907104
https://openalex.org/W2791120609,2018,article,en,87,True,Journal of Cleaner Production,14.6258,True,12,Responsible consumption and production,0.4000000059604645
https://openalex.org/W2790454505,2018,article,en,85,False,Applied Surface Science,3.1672,True,2,Zero hunger,0.5199999809265137
https://openalex.org/W2806089652,2018,article,en,84,True,Communications Biology,14.4595,True,15,Life in Land,0.5099999904632568
https://openalex.org/W2995393537,2019,article,en,83,False,European Journal of Neuroscience,4.2366,True,3,Good health and well-being,0.800000011920929
https://openalex.org/W2589439154,2017,article,en,82,True,Mediators of Inflammation,4.4707,True,3,Good health and well-being,0.7300000190734863
https://openalex.org/W3038811728,2020,article,en,82,False,Industrial Crops and Products,2.7996,True,7,Affordable and clean energy,0.8700000047683716
https://openalex.org/W3195648479,2021,article,en,82,False,Sensors and Actuators B Chemical,4.917,True,6,Clean water and sanitation,0.5699999928474426
https://openalex.org/W2019934331,2014,article,en,81,True,BioMed Research International,4.8756,True,3,Good health and well-being,0.8500000238418579
https://openalex.org/W3123222097,2021,article,en,81,True,PLoS ONE,5.8255,True,2,Zero hunger,0.6600000262260437
https://openalex.org/W2685944559,2017,article,lv,80,True,Physics Letters B,16.9329,True,7,Affordable and clean energy,0.7799999713897705
https://openalex.org/W2909775259,2019,article,en,80,True,Frontiers in Plant Science,7.5692,True,15,Life in Land,0.47999998927116394
https://openalex.org/W2918813179,2019,article,en,79,True,Revista Brasileira Ginecologia e Obstetrícia,4.927,True,3,Good health and well-being,0.8600000143051147
https://openalex.org/W2805206613,2018,article,en,77,True,Pathogens and Global Health,4.1236,True,3,Good health and well-being,0.7900000214576721
https://openalex.org/W2767109557,2017,article,en,76,False,Pathology - Research and Practice,4.39,True,3,Good health and well-being,0.8399999737739563
https://openalex.org/W3134692574,2021,article,en,76,True,Journal of Geographical Systems,9.8511,True,3,Good health and well-being,0.75
https://openalex.org/W2515913200,2016,article,en,75,False,Archives of Oral Biology,10.1624,True,3,Good health and well-being,0.5799999833106995
https://openalex.org/W2914819254,2019,article,en,75,True,Revista Latino-Americana de Enfermagem,16.3521,True,3,Good health and well-being,0.75
https://openalex.org/W3195088407,2021,article,en,75,False,Applied Soft Computing,14.8388,True,8,Decent work and economic growth,0.4699999988079071
https://openalex.org/W2030915150,2010,article,pt,74,True,Revista Brasileira de Educação,37.6088,True,10,Reduced inequalities,0.8299999833106995
https://openalex.org/W2122327236,2013,article,en,74,True,PLoS ONE,5.9205,True,3,Good health and well-being,0.8799999952316284
https://openalex.org/W3122515713,2021,article,en,74,True,Current Opinion in Electrochemistry,4.6237,True,6,Clean water and sanitation,0.8600000143051147
https://openalex.org/W2009180611,2010,article,en,72,True,PLoS ONE,2.9883,True,3,Good health and well-being,0.8299999833106995
https://openalex.org/W2962884208,2019,article,pt,72,True,Ciência & Saúde Coletiva,4.7434,True,3,Good health and well-being,0.8399999737739563
https://openalex.org/W1511725926,2015,article,pt,69,True,Revista Enfermagem UERJ,5.0673,True,3,Good health and well-being,0.550000011920929
https://openalex.org/W3040131972,2020,article,en,69,True,Journal of Molecular Liquids,3.1424,True,6,Clean water and sanitation,0.7799999713897705
https://openalex.org/W3014392011,2020,article,en,68,True,Molecules,5.6542,True,2,Zero hunger,0.46000000834465027
https://openalex.org/W3134289768,2021,article,en,68,False,Industrial & Engineering Chemistry Research,3.5569,True,6,Clean water and sanitation,0.49000000953674316
https://openalex.org/W1835579048,2015,article,pt,66,True,Revista Profissão Docente,12.9703,True,4,Quality Education,0.7200000286102295
https://openalex.org/W1977321108,2015,article,en,64,False,European Journal of Applied Physiology,23.1723,True,3,Good health and well-being,0.5799999833106995
https://openalex.org/W2735112937,2017,article,en,64,False,New Journal of Chemistry,3.0556,True,6,Clean water and sanitation,0.4300000071525574
https://openalex.org/W2471955392,2016,article,en,63,False,International Journal of Sports Medicine,7.5485,True,3,Good health and well-being,0.5699999928474426
https://openalex.org/W2606702606,2017,article,en,63,False,Pharmacological Reports,1.9663,False,3,Good health and well-being,0.6200000047683716
https://openalex.org/W2902161766,2018,article,en,63,True,Revista Latino-Americana de Enfermagem,4.4006,True,3,Good health and well-being,0.4300000071525574
https://openalex.org/W2991448883,2019,article,en,63,False,Immunological Investigations,15.6991,True,3,Good health and well-being,0.8100000023841858
https://openalex.org/W2788189145,2017,article,en,62,True,Fisioterapia e Pesquisa,1.6554,False,4,Quality Education,0.46000000834465027
https://openalex.org/W3140749346,2021,article,en,62,True,Sustainability,11.893,True,17,Partnerships for the goals,0.4399999976158142
https://openalex.org/W4406994894,2025,review,en,62,False,Stroke,23.2059,True,3,Good health and well-being,0.8500000238418579
https://openalex.org/W3024091762,2020,article,en,61,True,Virus Research,1.3309,False,17,Partnerships for the goals,0.47999998927116394
https://openalex.org/W2751127617,2017,article,en,60,True,Revista do Instituto de Medicina Tropical de São Paulo,2.3901,False,3,Good health and well-being,0.8299999833106995
https://openalex.org/W3045099483,2020,article,en,59,True,Biosensors,5.9903,True,16,"Peace, Justice and strong institutions",0.6200000047683716
https://openalex.org/W2793075238,2018,article,en,58,True,PLoS ONE,2.1809,False,3,Good health and well-being,0.8399999737739563
https://openalex.org/W3134306597,2021,article,en,58,False,Aging & Mental Health,7.0294,True,3,Good health and well-being,0.4099999964237213
https://openalex.org/W2323947082,2016,article,pt,57,True,Jornal Brasileiro de Psiquiatria,1.925,False,10,Reduced inequalities,0.6800000071525574
https://openalex.org/W2801837552,2018,article,pt,57,True,Revista Eletrônica de Enfermagem,16.1603,True,3,Good health and well-being,0.6299999952316284
https://openalex.org/W2958299971,2019,article,en,57,False,The Science of The Total Environment,5.9656,True,15,Life in Land,0.7300000190734863
https://openalex.org/W2792855149,2018,article,en,56,True,Bulletin of the Chemical Society of Japan,6.4353,True,3,Good health and well-being,0.6700000166893005
https://openalex.org/W2811495931,2018,article,en,56,False,The Neurologist,4.5434,True,3,Good health and well-being,0.5199999809265137
https://openalex.org/W3101110141,2020,article,pt,56,True,Revista de Ensino de Biologia da SBEnBio,21.343,True,3,Good health and well-being,0.5
https://openalex.org/W3047371138,2020,article,en,55,False,Journal of Education for Teaching International Research and Pedagogy,21.3033,True,10,Reduced inequalities,0.4099999964237213
https://openalex.org/W2895024625,2018,article,en,53,False,Menopause The Journal of The North American Menopause Society,4.9188,True,3,Good health and well-being,0.6899999976158142
https://openalex.org/W4391258353,2024,article,en,53,True,Journal of Personalized Medicine,16.2337,True,3,Good health and well-being,0.8700000047683716
https://openalex.org/W2033633209,2014,article,pt,52,True,Psico-USF,0.0,False,4,Quality Education,0.4000000059604645
https://openalex.org/W2163941635,2013,article,en,51,True,Revista Latino-Americana de Enfermagem,13.2989,True,5,Gender equality,0.5099999904632568
https://openalex.org/W3123202570,2021,review,en,51,True,Canadian Journal of Kidney Health and Disease,1.6407,False,16,"Peace, Justice and strong institutions",0.47999998927116394
https://openalex.org/W2332742635,2016,article,en,49,True,Anais Brasileiros de Dermatologia,2.7883,False,6,Clean water and sanitation,0.7400000095367432
https://openalex.org/W2755612666,2017,article,en,49,True,Escola Anna Nery,1.6268,False,3,Good health and well-being,0.7400000095367432
https://openalex.org/W3014009006,2020,article,en,49,True,Ticks and Tick-borne Diseases,2.1235,False,3,Good health and well-being,0.6600000262260437
https://openalex.org/W3183667021,2021,article,en,49,True,Journal of Inorganic Biochemistry,2.7573,True,7,Affordable and clean energy,0.7200000286102295
https://openalex.org/W4388049640,2023,article,en,47,True,Jornal de Pediatria,11.2765,True,3,Good health and well-being,0.6800000071525574
https://openalex.org/W2923144712,2019,article,en,46,True,Health and Quality of Life Outcomes,2.1624,False,3,Good health and well-being,0.8500000238418579
https://openalex.org/W3138161991,2021,article,pt,46,True,Escola Anna Nery,19.4108,True,3,Good health and well-being,0.5099999904632568
https://openalex.org/W3212178180,2021,article,en,46,True,International Journal of Environmental Research and Public Health,6.915,True,10,Reduced inequalities,0.7400000095367432
https://openalex.org/W4290719236,2022,article,en,45,True,Arquivos de Neuro-Psiquiatria,3.5714,True,2,Zero hunger,0.4300000071525574
https://openalex.org/W3097856281,2020,article,en,44,True,Revista Latino-Americana de Enfermagem,2.9644,True,1,No poverty,0.6700000166893005
https://openalex.org/W4388106110,2023,review,en,44,True,Jornal de Pediatria,3.9146,True,2,Zero hunger,0.800000011920929
https://openalex.org/W2027157746,2013,article,en,43,True,Polímeros,1.3999,False,6,Clean water and sanitation,0.8799999952316284
https://openalex.org/W2767315659,2017,article,pt,43,True,Acta Paulista de Enfermagem,0.0,False,3,Good health and well-being,0.46000000834465027
https://openalex.org/W3196701536,2021,article,en,43,False,Production Planning & Control,3.5935,True,17,Partnerships for the goals,0.4099999964237213
https://openalex.org/W4200378315,2021,review,en,43,False,Topics in Stroke Rehabilitation,1.2338,False,10,Reduced inequalities,0.5699999928474426
https://openalex.org/W4289690422,2022,article,en,43,True,Revista Latino-Americana de Enfermagem,16.5465,True,10,Reduced inequalities,0.550000011920929
https://openalex.org/W4200627147,2021,review,en,42,True,Biology of Sport,1.4464,False,5,Gender equality,0.4300000071525574
https://openalex.org/W2964465677,2019,article,pt,41,True,Acta Paulista de Enfermagem,9.6228,True,3,Good health and well-being,0.47999998927116394
https://openalex.org/W3203271538,2021,article,pt,41,True,Cadernos de Saúde Pública,8.8677,True,4,Quality Education,0.8100000023841858
https://openalex.org/W4318199989,2023,article,en,41,True,Pharmaceuticals,9.8496,True,3,Good health and well-being,0.8700000047683716
https://openalex.org/W2083118459,2000,article,pt,40,True,Revista da Sociedade Brasileira de Medicina Tropical,1.1148,False,14,Life below water,0.4300000071525574
https://openalex.org/W2519659326,2016,article,en,40,True,International Journal of Environmental Research and Public Health,1.8056,False,16,"Peace, Justice and strong institutions",0.5400000214576721
https://openalex.org/W2519659326,2016,article,en,40,True,International Journal of Environmental Research and Public Health,1.8056,False,10,Reduced inequalities,0.4699999988079071
https://openalex.org/W2981457373,2019,article,en,40,False,Blood Cells Molecules and Diseases,0.3576,False,3,Good health and well-being,0.75
https://openalex.org/W4377820336,2023,article,en,40,True,Foods,6.5254,True,2,Zero hunger,0.44999998807907104
https://openalex.org/W2411813545,2010,article,en,39,False,PubMed,0.0,False,3,Good health and well-being,0.8399999737739563
https://openalex.org/W2742598124,2017,article,en,39,True,Escola Anna Nery,1.9515,False,4,Quality Education,0.7099999785423279
https://openalex.org/W4313311794,2022,article,en,39,True,Nucleic Acids Research,2.508,True,15,Life in Land,0.5
https://openalex.org/W4293715384,2022,article,en,37,True,Frontiers in Pharmacology,6.7233,True,3,Good health and well-being,0.8700000047683716
https://openalex.org/W4396656821,2024,article,en,37,True,Philosophical Transactions of the Royal Society B Biological Sciences,23.3032,True,11,Sustainable cities and communities,0.5299999713897705
https://openalex.org/W4396834820,2024,review,en,37,False,American Journal of Cardiovascular Drugs,4.4155,True,3,Good health and well-being,0.8399999737739563
https://openalex.org/W4221136434,2022,article,en,36,True,Journal of Exercise Science & Fitness,7.8258,True,3,Good health and well-being,0.6700000166893005
https://openalex.org/W2611417248,2017,article,en,35,True,Ciência Rural,3.3388,True,15,Life in Land,0.6000000238418579
https://openalex.org/W2915083176,2019,article,en,34,True,Revista da Escola de Enfermagem da USP,3.403,True,1,No poverty,0.5199999809265137
https://openalex.org/W4391098111,2024,review,en,34,True,Journal of Clinical Medicine,5.4064,True,3,Good health and well-being,0.8399999737739563
https://openalex.org/W3141402046,2020,article,pt,33,True,Fisioterapia e Pesquisa,3.5032,True,3,Good health and well-being,0.5
https://openalex.org/W4387345493,2023,article,en,33,False,Separation and Purification Technology,3.5175,True,7,Affordable and clean energy,0.8700000047683716
https://openalex.org/W3092630723,2020,article,en,32,True,Scientific Reports,4.4127,True,3,Good health and well-being,0.75
https://openalex.org/W4281775439,2022,article,en,32,True,Clinical EEG and Neuroscience,3.6423,True,3,Good health and well-being,0.6800000071525574
https://openalex.org/W2964776070,2019,article,en,31,True,Escola Anna Nery,0.1467,False,5,Gender equality,0.5600000023841858
